CMDLINE /usr/bin/python3 main.py
MEM 3273.617188 1736313399.1052
MEM 4211.242188 1736313399.2065
MEM 2117.597656 1736313399.3069
MEM 1154.011719 1736313399.4072
MEM 762.175781 1736313399.5075
MEM 773.800781 1736313399.6079
MEM 790.300781 1736313399.7081
MEM 794.425781 1736313399.8084
MEM 794.550781 1736313399.9087
MEM 809.550781 1736313400.0090
MEM 809.550781 1736313400.1094
MEM 809.550781 1736313400.2098
MEM 810.425781 1736313400.3101
MEM 1356.425781 1736313400.4115
MEM 1882.800781 1736313400.5128
MEM 2085.175781 1736313400.6138
MEM 2530.113281 1736313400.7142
MEM 3225.082031 1736313400.8159
MEM 4124.957031 1736313400.9173
MEM 2889.093750 1736313401.0181
MEM 904.289062 1736313401.1185
MEM 1604.265625 1736313401.2212
MEM 2001.390625 1736313401.3238
MEM 2312.015625 1736313401.4252
MEM 2714.062500 1736313401.5266
MEM 3551.562500 1736313401.6284
MEM 4267.687500 1736313401.7296
MEM 2186.339844 1736313401.8299
MEM 1158.746094 1736313401.9310
MEM 1644.371094 1736313402.0321
MEM 2001.371094 1736313402.1338
MEM 2757.511719 1736313402.2342
MEM 3185.058594 1736313402.3352
MEM 4156.433594 1736313402.4365
MEM 2492.359375 1736313402.5371
MEM 1207.578125 1736313402.6375
MEM 810.617188 1736313402.7378
MEM 826.742188 1736313402.8381
MEM 843.617188 1736313402.9383
MEM 847.492188 1736313403.0386
MEM 857.492188 1736313403.1390
MEM 862.367188 1736313403.2393
MEM 862.367188 1736313403.3396
MEM 862.367188 1736313403.4400
MEM 863.492188 1736313403.5402
MEM 1254.742188 1736313403.6414
MEM 1799.617188 1736313403.7427
MEM 2054.367188 1736313403.8443
MEM 2810.492188 1736313403.9447
MEM 3258.164062 1736313404.0458
MEM 4236.539062 1736313404.1471
MEM 2413.683594 1736313404.2476
MEM 1199.222656 1736313404.3485
MEM 1768.722656 1736313404.4497
MEM 2054.472656 1736313404.5513
MEM 2697.031250 1736313404.6517
MEM 3260.226562 1736313404.7528
MEM 4178.226562 1736313404.8541
MEM 2659.050781 1736313404.9545
MEM 1120.785156 1736313405.0554
MEM 1670.660156 1736313405.1569
MEM 2054.535156 1736313405.2585
MEM 2748.035156 1736313405.3595
MEM 3138.003906 1736313405.4607
MEM 4148.753906 1736313405.5621
MEM 2734.718750 1736313405.6625
MEM 1260.523438 1736313405.7629
MEM 1118.523438 1736313405.8632
MEM 879.437500 1736313405.9635
MEM 896.187500 1736313406.0638
MEM 897.562500 1736313406.1641
MEM 900.437500 1736313406.2644
MEM 915.312500 1736313406.3648
MEM 915.312500 1736313406.4652
MEM 915.312500 1736313406.5655
MEM 915.312500 1736313406.6675
MEM 916.312500 1736313406.7679
MEM 1547.187500 1736313406.8692
MEM 2069.187500 1736313406.9706
MEM 2238.812500 1736313407.0716
MEM 2654.992188 1736313407.1731
MEM 3597.867188 1736313407.2743
MEM 4470.242188 1736313407.3756
MEM 2201.582031 1736313407.4761
MEM 1287.925781 1736313407.5772
MEM 1742.050781 1736313407.6786
MEM 2107.425781 1736313407.7805
MEM 2631.925781 1736313407.8818
MEM 3010.683594 1736313407.9831
MEM 3951.933594 1736313408.0840
MEM 3543.812500 1736313408.1843
MEM 1330.605469 1736313408.2847
MEM 1565.308594 1736313408.3858
MEM 1958.683594 1736313408.4875
MEM 2107.558594 1736313408.5893
MEM 2830.558594 1736313408.6905
MEM 3120.093750 1736313408.7918
MEM 4010.968750 1736313408.8927
MEM 3695.566406 1736313408.9930
MEM 1378.761719 1736313409.0934
MEM 1313.800781 1736313409.1937
MEM 932.714844 1736313409.2940
MEM 932.839844 1736313409.3943
MEM 949.714844 1736313409.4946
MEM 952.464844 1736313409.5949
MEM 953.839844 1736313409.6952
MEM 968.839844 1736313409.7955
MEM 968.839844 1736313409.8959
MEM 968.839844 1736313409.9963
MEM 968.839844 1736313410.0966
MEM 969.839844 1736313410.1970
MEM 1636.714844 1736313410.2981
MEM 2120.464844 1736313410.3999
MEM 2243.339844 1736313410.5012
MEM 2613.687500 1736313410.6017
MEM 3367.546875 1736313410.7028
MEM 4284.546875 1736313410.8041
MEM 3003.746094 1736313410.9045
MEM 1141.105469 1736313411.0055
MEM 1763.605469 1736313411.1078
MEM 2160.605469 1736313411.2095
MEM 2758.480469 1736313411.3107
MEM 3116.332031 1736313411.4121
MEM 4032.707031 1736313411.5134
MEM 3827.703125 1736313411.6137
MEM 1471.937500 1736313411.7142
MEM 1692.890625 1736313411.8155
MEM 2160.765625 1736313411.9179
MEM 2408.765625 1736313412.0194
MEM 2715.074219 1736313412.1208
MEM 3587.199219 1736313412.2221
MEM 4423.074219 1736313412.3236
MEM 2330.429688 1736313412.4241
MEM 1366.843750 1736313412.5244
MEM 969.882812 1736313412.6247
MEM 985.882812 1736313412.7250
MEM 1002.757812 1736313412.8254
MEM 1004.507812 1736313412.9257
MEM 1007.257812 1736313413.0259
MEM 1022.257812 1736313413.1264
MEM 1022.257812 1736313413.2267
MEM 1022.257812 1736313413.3271
MEM 1022.382812 1736313413.4274
MEM 1022.382812 1736313413.5278
MEM 1051.382812 1736313413.6286
MEM 1774.382812 1736313413.7301
MEM 2213.257812 1736313413.8305
MEM 2302.007812 1736313413.9317
MEM 2732.488281 1736313414.0322
MEM 3379.652344 1736313414.1326
MEM 4193.277344 1736313414.2330
MEM 3726.671875 1736313414.3334
MEM 1563.632812 1736313414.4337
MEM 1630.585938 1736313414.5348
MEM 2041.710938 1736313414.6361
MEM 2214.835938 1736313414.7377
MEM 2901.085938 1736313414.8387
MEM 3137.894531 1736313414.9400
MEM 3982.394531 1736313415.0409
MEM 4293.539062 1736313415.1413
MEM 1987.539062 1736313415.2418
MEM 1482.082031 1736313415.3432
MEM 1948.957031 1736313415.4445
MEM 2214.832031 1736313415.5461
MEM 2849.957031 1736313415.6476
MEM 3119.085938 1736313415.7489
MEM 3983.585938 1736313415.8498
MEM 4242.292969 1736313415.9501
MEM 2062.996094 1736313416.0504
MEM 1420.605469 1736313416.1508
MEM 1023.644531 1736313416.2511
MEM 1039.519531 1736313416.3516
MEM 1041.144531 1736313416.4519
MEM 1056.644531 1736313416.5522
MEM 1060.394531 1736313416.6525
MEM 1075.144531 1736313416.7528
MEM 1075.269531 1736313416.8531
MEM 1075.269531 1736313416.9535
MEM 1075.269531 1736313417.0539
MEM 1075.269531 1736313417.1542
MEM 1076.269531 1736313417.2545
MEM 1379.019531 1736313417.3558
MEM 1870.394531 1736313417.4572
MEM 2267.394531 1736313417.5594
MEM 2654.144531 1736313417.6599
MEM 2904.167969 1736313417.7612
MEM 3701.667969 1736313417.8621
MEM 4488.167969 1736313417.9630
MEM 2909.875000 1736313418.0633
MEM 1215.101562 1736313418.1645
MEM 1870.601562 1736313418.2666
MEM 2267.601562 1736313418.3687
MEM 2581.851562 1736313418.4704
MEM 2914.875000 1736313418.5717
MEM 3828.750000 1736313418.6730
MEM 4611.449219 1736313418.7734
MEM 2229.683594 1736313418.8737
MEM 1527.308594 1736313418.9752
MEM 1991.933594 1736313419.0767
MEM 2267.558594 1736313419.1785
MEM 2855.308594 1736313419.2798
MEM 3059.042969 1736313419.3801
MEM 3855.417969 1736313419.4805
MEM 4648.167969 1736313419.5809
MEM 2115.953125 1736313419.6812
MEM 1473.562500 1736313419.7816
MEM 1076.601562 1736313419.8819
MEM 1092.476562 1736313419.9824
MEM 1094.101562 1736313420.0828
MEM 1109.726562 1736313420.1831
MEM 1113.601562 1736313420.2835
MEM 1113.726562 1736313420.3838
MEM 1128.726562 1736313420.4841
MEM 1128.726562 1736313420.5844
MEM 1128.726562 1736313420.6847
MEM 1128.726562 1736313420.7851
MEM 1128.726562 1736313420.8854
MEM 1269.726562 1736313420.9865
MEM 1923.601562 1736313421.0888
MEM 2320.601562 1736313421.1911
MEM 2736.851562 1736313421.2923
MEM 3088.050781 1736313421.3937
MEM 3977.800781 1736313421.4949
MEM 4437.203125 1736313421.5953
MEM 1941.789062 1736313421.6956
MEM 1503.484375 1736313421.7984
MEM 1923.609375 1736313421.9009
MEM 2320.484375 1736313422.0025
MEM 2739.609375 1736313422.1039
MEM 2736.500000 1736313422.2048
MEM 3244.289062 1736313422.3065
MEM 3832.414062 1736313422.4081
MEM 4423.664062 1736313422.5094
MEM 3926.707031 1736313422.6100
MEM 2093.433594 1736313422.7104
MEM 1437.722656 1736313422.8117
MEM 1923.597656 1736313422.9144
MEM 2305.847656 1736313423.0165
MEM 2320.472656 1736313423.1187
MEM 2871.472656 1736313423.2201
MEM 2939.492188 1736313423.3217
MEM 3500.992188 1736313423.4223
MEM 4100.117188 1736313423.5238
MEM 4605.992188 1736313423.6253
MEM 3249.316406 1736313423.7258
MEM 1526.511719 1736313423.8261
MEM 1526.511719 1736313423.9264
MEM 1145.300781 1736313424.0268
MEM 1145.300781 1736313424.1272
MEM 1162.175781 1736313424.2274
MEM 1163.550781 1736313424.3278
MEM 1166.425781 1736313424.4281
MEM 1181.300781 1736313424.5284
MEM 1181.300781 1736313424.6288
MEM 1181.300781 1736313424.7291
MEM 1181.300781 1736313424.8294
MEM 1181.425781 1736313424.9297
MEM 1182.550781 1736313425.0301
MEM 1714.675781 1736313425.1314
MEM 2287.675781 1736313425.2327
MEM 2433.425781 1736313425.3340
MEM 2774.960938 1736313425.4347
MEM 3636.460938 1736313425.5359
MEM 4448.085938 1736313425.6373
MEM 3658.683594 1736313425.7377
MEM 1766.941406 1736313425.8381
MEM 1627.269531 1736313425.9399
MEM 1976.769531 1736313426.0406
MEM 2373.644531 1736313426.1431
MEM 2682.019531 1736313426.2445
MEM 2895.730469 1736313426.3451
MEM 3325.269531 1736313426.4464
MEM 4025.769531 1736313426.5479
MEM 4750.519531 1736313426.6484
MEM 2297.945312 1736313426.7487
MEM 1696.828125 1736313426.8500
MEM 2261.578125 1736313426.9515
MEM 2415.953125 1736313427.0526
MEM 2819.902344 1736313427.1539
MEM 3749.402344 1736313427.2552
MEM 4599.277344 1736313427.3565
MEM 2732.871094 1736313427.4569
MEM 1579.871094 1736313427.5572
MEM 1182.910156 1736313427.6575
MEM 1198.660156 1736313427.7579
MEM 1215.285156 1736313427.8583
MEM 1216.660156 1736313427.9585
MEM 1219.910156 1736313428.0589
MEM 1234.910156 1736313428.1592
MEM 1234.910156 1736313428.2595
MEM 1234.910156 1736313428.3599
MEM 1234.910156 1736313428.4603
MEM 1234.910156 1736313428.5606
MEM 1236.035156 1736313428.6609
MEM 1750.035156 1736313428.7622
MEM 2082.660156 1736313428.8641
MEM 2427.035156 1736313428.9659
MEM 2923.785156 1736313429.0671
MEM 3220.808594 1736313429.1676
MEM 4026.933594 1736313429.2688
MEM 4750.683594 1736313429.3702
MEM 2504.085938 1736313429.4707
MEM 1598.992188 1736313429.5721
MEM 2029.992188 1736313429.6746
MEM 2426.867188 1736313429.7771
MEM 2791.117188 1736313429.8786
MEM 3111.277344 1736313429.9799
MEM 3983.777344 1736313430.0813
MEM 4749.652344 1736313430.1831
MEM 2908.976562 1736313430.2835
MEM 1406.296875 1736313430.3846
MEM 2029.921875 1736313430.4869
MEM 2421.796875 1736313430.5879
MEM 2427.046875 1736313430.6897
MEM 3019.796875 1736313430.7906
MEM 3305.109375 1736313430.8919
MEM 4062.984375 1736313430.9932
MEM 4788.609375 1736313431.0951
MEM 2672.605469 1736313431.1955
MEM 1633.316406 1736313431.2959
MEM 1292.371094 1736313431.3964
MEM 1252.980469 1736313431.4967
MEM 1254.605469 1736313431.5971
MEM 1270.355469 1736313431.6974
MEM 1273.355469 1736313431.7977
MEM 1288.230469 1736313431.8980
MEM 1288.355469 1736313431.9984
MEM 1288.355469 1736313432.0989
MEM 1288.355469 1736313432.1993
MEM 1288.355469 1736313432.2996
MEM 1288.355469 1736313432.4000
MEM 1507.605469 1736313432.5016
MEM 2083.480469 1736313432.6039
MEM 2480.480469 1736313432.7067
MEM 2807.855469 1736313432.8081
MEM 3120.128906 1736313432.9095
MEM 3929.003906 1736313433.0110
MEM 4743.753906 1736313433.1124
MEM 2726.000000 1736313433.2130
MEM 1559.437500 1736313433.3158
MEM 2083.437500 1736313433.4182
MEM 2480.437500 1736313433.5204
MEM 2513.437500 1736313433.6217
MEM 3208.687500 1736313433.7231
MEM 3418.574219 1736313433.8244
MEM 4267.199219 1736313433.9253
MEM 4303.554688 1736313434.0256
MEM 1894.375000 1736313434.1260
MEM 1942.617188 1736313434.2274
MEM 2480.492188 1736313434.3295
MEM 2693.117188 1736313434.4308
MEM 3064.054688 1736313434.5321
MEM 4051.179688 1736313434.6334
MEM 4588.386719 1736313434.7338
MEM 2101.792969 1736313434.8342
MEM 1686.699219 1736313434.9346
MEM 1307.238281 1736313435.0349
MEM 1307.488281 1736313435.1352
MEM 1324.363281 1736313435.2355
MEM 1326.988281 1736313435.3358
MEM 1327.113281 1736313435.4362
MEM 1341.988281 1736313435.5364
MEM 1341.988281 1736313435.6369
MEM 1341.988281 1736313435.7373
MEM 1341.988281 1736313435.8376
MEM 1341.988281 1736313435.9380
MEM 1525.363281 1736313436.0394
MEM 2136.863281 1736313436.1417
MEM 2533.863281 1736313436.2434
MEM 3170.488281 1736313436.3445
MEM 3608.847656 1736313436.4457
MEM 4601.972656 1736313436.5470
MEM 3290.203125 1736313436.6474
MEM 1545.281250 1736313436.7483
MEM 2137.031250 1736313436.8507
MEM 2534.031250 1736313436.9523
MEM 3227.281250 1736313437.0535
MEM 3652.242188 1736313437.1547
MEM 4622.367188 1736313437.2564
MEM 3290.222656 1736313437.3568
MEM 1532.550781 1736313437.4577
MEM 2137.050781 1736313437.5599
MEM 2534.050781 1736313437.6617
MEM 3078.425781 1736313437.7628
MEM 3461.957031 1736313437.8641
MEM 4502.332031 1736313437.9648
MEM 3649.390625 1736313438.0652
MEM 1740.351562 1736313438.1655
MEM 1740.351562 1736313438.2658
MEM 1360.140625 1736313438.3660
MEM 1360.765625 1736313438.4663
MEM 1377.265625 1736313438.5665
MEM 1380.640625 1736313438.6669
MEM 1388.140625 1736313438.7672
MEM 1395.640625 1736313438.8674
MEM 1395.640625 1736313438.9678
MEM 1395.640625 1736313439.0682
MEM 1395.640625 1736313439.1685
MEM 1395.640625 1736313439.2688
MEM 1522.890625 1736313439.3702
MEM 2190.765625 1736313439.4727
MEM 2587.765625 1736313439.5751
MEM 3067.890625 1736313439.6764
MEM 3418.480469 1736313439.7776
MEM 4456.480469 1736313439.8784
MEM 3910.460938 1736313439.9788
MEM 1680.226562 1736313440.0791
MEM 2113.164062 1736313440.1805
MEM 2587.914062 1736313440.2828
MEM 2762.789062 1736313440.3841
MEM 3070.945312 1736313440.4855
MEM 3793.570312 1736313440.5865
MEM 4687.070312 1736313440.6876
MEM 3562.394531 1736313440.7881
MEM 1421.878906 1736313440.8888
MEM 2190.753906 1736313440.9912
MEM 2587.753906 1736313441.0936
MEM 2864.628906 1736313441.1950
MEM 3226.785156 1736313441.2964
MEM 4061.410156 1736313441.3979
MEM 4889.785156 1736313441.4993
MEM 2795.148438 1736313441.5997
MEM 1793.679688 1736313441.7000
MEM 1396.718750 1736313441.8003
MEM 1413.343750 1736313441.9008
MEM 1430.093750 1736313442.0011
MEM 1431.218750 1736313442.1013
MEM 1433.968750 1736313442.2017
MEM 1448.968750 1736313442.3020
MEM 1448.968750 1736313442.4025
MEM 1448.968750 1736313442.5029
MEM 1448.968750 1736313442.6032
MEM 1448.968750 1736313442.7036
MEM 1450.093750 1736313442.8038
MEM 1896.093750 1736313442.9049
MEM 2443.843750 1736313443.0062
MEM 2648.093750 1736313443.1075
MEM 3093.964844 1736313443.2079
MEM 3909.074219 1736313443.3093
MEM 4842.574219 1736313443.4106
MEM 3000.218750 1736313443.5111
MEM 1729.632812 1736313443.6122
MEM 2284.632812 1736313443.7135
MEM 2641.007812 1736313443.8152
MEM 3373.382812 1736313443.9165
MEM 3599.093750 1736313444.0177
MEM 4392.718750 1736313444.1192
MEM 4936.925781 1736313444.2197
MEM 2459.160156 1736313444.3201
MEM 1948.277344 1736313444.4215
MEM 2335.902344 1736313444.5229
MEM 2641.027344 1736313444.6246
MEM 3186.277344 1736313444.7259
MEM 3495.917969 1736313444.8276
MEM 4361.417969 1736313444.9285
MEM 4846.875000 1736313445.0289
MEM 2762.070312 1736313445.1293
MEM 1847.187500 1736313445.2297
MEM 1450.226562 1736313445.3321
MEM 1466.851562 1736313445.4325
MEM 1468.601562 1736313445.5328
MEM 1484.351562 1736313445.6332
MEM 1487.476562 1736313445.7334
MEM 1502.226562 1736313445.8338
MEM 1502.351562 1736313445.9340
MEM 1502.351562 1736313446.0346
MEM 1502.351562 1736313446.1351
MEM 1502.351562 1736313446.2354
MEM 1502.351562 1736313446.3358
MEM 1503.476562 1736313446.4360
MEM 1947.726562 1736313446.5371
MEM 2351.226562 1736313446.6385
MEM 2694.476562 1736313446.7406
MEM 3171.226562 1736313446.8418
MEM 3457.824219 1736313446.9427
MEM 4259.949219 1736313447.0432
MEM 5036.074219 1736313447.1448
MEM 2712.648438 1736313447.2451
MEM 1754.632812 1736313447.3489
MEM 2297.632812 1736313447.4511
MEM 2694.632812 1736313447.5535
MEM 2791.257812 1736313447.6554
MEM 3147.601562 1736313447.7559
MEM 4037.710938 1736313447.8571
MEM 4962.835938 1736313447.9583
MEM 2826.558594 1736313448.0587
MEM 1963.769531 1736313448.1601
MEM 2548.519531 1736313448.2614
MEM 2705.019531 1736313448.3626
MEM 3261.191406 1736313448.4629
MEM 3985.277344 1736313448.5641
MEM 4916.527344 1736313448.6655
MEM 2940.148438 1736313448.7659
MEM 1900.796875 1736313448.8663
MEM 1503.835938 1736313448.9666
MEM 1520.585938 1736313449.0670
MEM 1537.460938 1736313449.1673
MEM 1538.460938 1736313449.2676
MEM 1541.210938 1736313449.3679
MEM 1556.210938 1736313449.4682
MEM 1556.210938 1736313449.5686
MEM 1556.210938 1736313449.6691
MEM 1556.210938 1736313449.7694
MEM 1556.210938 1736313449.8697
MEM 1556.210938 1736313449.9700
MEM 1864.210938 1736313450.0713
MEM 2375.585938 1736313450.1725
MEM 2747.960938 1736313450.2742
MEM 3500.460938 1736313450.3754
MEM 3913.015625 1736313450.4767
MEM 4879.890625 1736313450.5780
MEM 3314.707031 1736313450.6784
MEM 1794.574219 1736313450.7793
MEM 2351.199219 1736313450.8808
MEM 2747.949219 1736313450.9826
MEM 3461.574219 1736313451.0838
MEM 3846.949219 1736313451.1856
MEM 4807.699219 1736313451.2868
MEM 3673.718750 1736313451.3872
MEM 1698.007812 1736313451.4882
MEM 2351.132812 1736313451.5909
MEM 2748.132812 1736313451.6927
MEM 3306.507812 1736313451.7941
MEM 3696.421875 1736313451.8954
MEM 4692.046875 1736313451.9967
MEM 3987.957031 1736313452.0971
MEM 1954.191406 1736313452.1974
MEM 1954.191406 1736313452.2978
MEM 1575.980469 1736313452.3980
MEM 1577.230469 1736313452.4984
MEM 1593.480469 1736313452.5986
MEM 1595.355469 1736313452.6990
MEM 1610.105469 1736313452.7993
MEM 1610.105469 1736313452.8995
MEM 1610.105469 1736313453.0000
MEM 1610.105469 1736313453.1004
MEM 1610.105469 1736313453.2008
MEM 1610.105469 1736313453.3011
MEM 1611.230469 1736313453.4014
MEM 2405.480469 1736313453.5037
MEM 2802.480469 1736313453.6060
MEM 3224.855469 1736313453.7071
MEM 3647.289062 1736313453.8083
MEM 4645.789062 1736313453.9091
MEM 4162.652344 1736313454.0094
MEM 1667.238281 1736313454.1098
MEM 2405.222656 1736313454.2118
MEM 2802.222656 1736313454.3142
MEM 3280.097656 1736313454.4154
MEM 3675.816406 1736313454.5167
MEM 4715.441406 1736313454.6174
MEM 4117.976562 1736313454.7179
MEM 1618.375000 1736313454.8183
MEM 2405.000000 1736313454.9206
MEM 2802.000000 1736313455.0228
MEM 3302.500000 1736313455.1240
MEM 3729.503906 1736313455.2253
MEM 4695.878906 1736313455.3262
MEM 4238.507812 1736313455.4266
MEM 2063.234375 1736313455.5270
MEM 2008.273438 1736313455.6272
MEM 1629.562500 1736313455.7275
MEM 1630.187500 1736313455.8278
MEM 1646.812500 1736313455.9281
MEM 1649.062500 1736313456.0285
MEM 1649.062500 1736313456.1287
MEM 1663.687500 1736313456.2290
MEM 1663.687500 1736313456.3294
MEM 1663.687500 1736313456.4298
MEM 1663.687500 1736313456.5302
MEM 1663.687500 1736313456.6306
MEM 1664.812500 1736313456.7308
MEM 2166.812500 1736313456.8318
MEM 2686.437500 1736313456.9327
MEM 2861.812500 1736313457.0340
MEM 3273.968750 1736313457.1344
MEM 4228.757812 1736313457.2355
MEM 5137.882812 1736313457.3367
MEM 2896.785156 1736313457.4373
MEM 2134.191406 1736313457.5385
MEM 2720.941406 1736313457.6399
MEM 2883.941406 1736313457.7410
MEM 3298.867188 1736313457.8426
MEM 4254.992188 1736313457.9437
MEM 5188.117188 1736313458.0450
MEM 2748.054688 1736313458.1454
MEM 2184.671875 1736313458.2467
MEM 2696.171875 1736313458.3480
MEM 2855.921875 1736313458.4494
MEM 3403.945312 1736313458.5498
MEM 4148.484375 1736313458.6510
MEM 5060.109375 1736313458.7523
MEM 3214.878906 1736313458.8528
MEM 2061.878906 1736313458.9531
MEM 1664.917969 1736313459.0534
MEM 1685.542969 1736313459.1538
MEM 1702.292969 1736313459.2540
MEM 1703.167969 1736313459.3543
MEM 1704.917969 1736313459.4546
